REF_DATE,GEO,DGUID,Household size (7),Household type including census family structure  (11),Coordinate,Household income statistics (6):Number of households (2021)[1],Symbol,Household income statistics (6):Number of households (2016)[2],Symbol,Household income statistics (6):Median household total income (2020) (2020 constant dollars)[3],Symbol,Household income statistics (6):Median household total income (2015) (2020 constant dollars)[4],Symbol,Household income statistics (6):Median household after-tax income (2020) (2020 constant dollars)[5],Symbol,Household income statistics (6):Median household after-tax income (2015) (2020 constant dollars)[6],Symbol
2021,0001.32 - Calgary,2021S05078250001.32,Total - Households by household size,Households consisting of only one census family without additional persons,183.1.3,1465,,1520,,145000,,156000,,121000,,129000,
2021,0001.32 - Calgary,2021S05078250001.32,Total - Households by household size,"One couple, with or without children in their census family",183.1.4,1315,,1375,,152000,,164000,,128000,,135000,
2021,0001.32 - Calgary,2021S05078250001.32,Total - Households by household size,Without children,183.1.5,420,,385,,115000,,123000,,99000,,103000,
2021,0001.32 - Calgary,2021S05078250001.32,Total - Households by household size,With children,183.1.6,895,,990,,170000,,180000,,140000,,145000,
2021,0001.32 - Calgary,2021S05078250001.32,Total - Households by household size,One one-parent census family,183.1.7,155,,150,,91000,,100000,,82000,,86000,
2021,0001.32 - Calgary,2021S05078250001.32,Total - Households by household size,With a parent that is a man+,183.1.8,40,,40,,121000,,134000,,102000,,106000,
2021,0001.32 - Calgary,2021S05078250001.32,Total - Households by household size,With a parent that is a woman+,183.1.9,115,,110,,87000,,96000,,78500,,83000,
2021,0001.32 - Calgary,2021S05078250001.32,Total - Households by household size,Other census family households,183.1.10,110,,120,,156000,,196000,,136000,,164000,
2021,0001.32 - Calgary,2021S05078250001.32,Total - Households by household size,Non-census family households,183.1.11,260,,220,,67000,,74000,,58000,,58800,
2021,0001.32 - Calgary,2021S05078250001.32,1 person,Total – Household type including census family structure,183.2.1,235,,190,,64500,,66000,,55200,,53600,
2021,0001.32 - Calgary,2021S05078250001.32,1 person,Census-family households,183.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,1 person,Households consisting of only one census family without additional persons,183.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,1 person,"One couple, with or without children in their census family",183.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,1 person,Without children,183.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,1 person,With children,183.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,1 person,One one-parent census family,183.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,1 person,With a parent that is a man+,183.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,1 person,With a parent that is a woman+,183.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,1 person,Other census family households,183.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,1 person,Non-census family households,183.2.11,235,,190,,64500,,66000,,55200,,53600,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,Total – Household type including census family structure,183.3.1,1605,,1670,,144000,,159000,,121000,,132000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,Census-family households,183.3.2,1575,,1640,,145000,,160000,,122000,,133000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,Households consisting of only one census family without additional persons,183.3.3,1465,,1520,,145000,,156000,,121000,,129000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,"One couple, with or without children in their census family",183.3.4,1315,,1375,,152000,,164000,,128000,,135000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,Without children,183.3.5,420,,385,,115000,,123000,,99000,,103000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,With children,183.3.6,895,,990,,170000,,180000,,140000,,145000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,One one-parent census family,183.3.7,155,,150,,91000,,100000,,82000,,86000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,With a parent that is a man+,183.3.8,40,,40,,121000,,134000,,102000,,106000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,With a parent that is a woman+,183.3.9,115,,110,,87000,,96000,,78500,,83000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,Other census family households,183.3.10,110,,120,,156000,,196000,,136000,,164000,
2021,0001.32 - Calgary,2021S05078250001.32,2 or more persons,Non-census family households,183.3.11,25,,30,,109000,,148000,,92000,,118000,
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,Total – Household type including census family structure,183.4.1,505,,470,,112000,,119000,,95000,,100000,
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,Census-family households,183.4.2,490,,450,,112000,,119000,,95000,,100000,
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,Households consisting of only one census family without additional persons,183.4.3,490,,450,,112000,,119000,,95000,,100000,
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,"One couple, with or without children in their census family",183.4.4,420,,385,,115000,,123000,,99000,,103000,
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,Without children,183.4.5,420,,385,,115000,,123000,,99000,,103000,
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,With children,183.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,One one-parent census family,183.4.7,70,,65,,96000,,99000,,85000,,84000,
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,With a parent that is a man+,183.4.8,25,,15,,127000,,,x,106000,,,x
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,With a parent that is a woman+,183.4.9,45,,50,,87000,,95000,,76000,,80000,
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,Other census family households,183.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,2 persons,Non-census family households,183.4.11,20,,20,,,x,134000,,,x,107000,
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,Total – Household type including census family structure,183.5.1,365,,340,,142000,,158000,,119000,,132000,
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,Census-family households,183.5.2,360,,335,,142000,,157000,,120000,,131000,
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,Households consisting of only one census family without additional persons,183.5.3,335,,315,,145000,,152000,,120000,,124000,
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,"One couple, with or without children in their census family",183.5.4,270,,250,,159000,,176000,,137000,,141000,
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,Without children,183.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,With children,183.5.6,270,,250,,159000,,176000,,137000,,141000,
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,One one-parent census family,183.5.7,60,,65,,89000,,101000,,82000,,86000,
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,With a parent that is a man+,183.5.8,15,,20,,,x,,x,,x,,x
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,With a parent that is a woman+,183.5.9,50,,50,,92000,,100000,,82000,,86000,
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,Other census family households,183.5.10,25,,20,,120000,,188000,,105000,,152000,
2021,0001.32 - Calgary,2021S05078250001.32,3 persons,Non-census family households,183.5.11,5,,5,,,x,,x,,x,,x
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,Total – Household type including census family structure,183.6.1,505,,565,,168000,,186000,,139000,,148000,
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,Census-family households,183.6.2,500,,565,,168000,,186000,,139000,,148000,
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,Households consisting of only one census family without additional persons,183.6.3,460,,530,,168000,,184000,,140000,,147000,
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,"One couple, with or without children in their census family",183.6.4,445,,515,,172000,,190000,,142000,,150000,
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,Without children,183.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,With children,183.6.6,445,,515,,172000,,190000,,142000,,150000,
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,One one-parent census family,183.6.7,20,,15,,,x,,x,,x,,x
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,With a parent that is a man+,183.6.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,With a parent that is a woman+,183.6.9,15,,10,,,x,,x,,x,,x
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,Other census family households,183.6.10,40,,35,,154000,,196000,,132000,,160000,
2021,0001.32 - Calgary,2021S05078250001.32,4 persons,Non-census family households,183.6.11,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,Total – Household type including census family structure,183.7.1,230,,300,,172000,,182000,,145000,,151000,
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,Census-family households,183.7.2,225,,295,,172000,,182000,,145000,,150000,
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,Households consisting of only one census family without additional persons,183.7.3,180,,225,,170000,,168000,,140000,,136000,
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,"One couple, with or without children in their census family",183.7.4,175,,220,,172000,,172000,,143000,,136000,
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,Without children,183.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,With children,183.7.6,175,,220,,172000,,172000,,143000,,136000,
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,One one-parent census family,183.7.7,5,,5,,,x,,x,,x,,x
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,With a parent that is a man+,183.7.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,With a parent that is a woman+,183.7.9,5,,5,,,x,,x,,x,,x
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,Other census family households,183.7.10,45,,70,,200000,,196000,,168000,,168000,
2021,0001.32 - Calgary,2021S05078250001.32,5 or more persons,Non-census family households,183.7.11,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,Total – Household type including census family structure,184.1.1,880,,880,,176000,,202000,,146000,,162000,
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,Census-family households,184.1.2,830,,840,,180000,,208000,,149000,,166000,
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,Households consisting of only one census family without additional persons,184.1.3,775,,780,,182000,,208000,,149000,,166000,
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,"One couple, with or without children in their census family",184.1.4,695,,720,,192000,,218000,,155000,,172000,
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,Without children,184.1.5,160,,125,,151000,,174000,,124000,,140000,
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,With children,184.1.6,530,,600,,198000,,224000,,162000,,178000,
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,One one-parent census family,184.1.7,85,,60,,104000,,117000,,89000,,95000,
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,With a parent that is a man+,184.1.8,20,,20,,150000,,,x,120000,,,x
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,With a parent that is a woman+,184.1.9,65,,40,,102000,,93000,,87000,,82000,
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,Other census family households,184.1.10,55,,60,,176000,,206000,,151000,,176000,
2021,0001.33 - Calgary,2021S05078250001.33,Total - Households by household size,Non-census family households,184.1.11,50,,45,,100000,,91000,,85000,,76000,
2021,0001.33 - Calgary,2021S05078250001.33,1 person,Total – Household type including census family structure,184.2.1,45,,35,,92000,,89000,,78000,,71000,
2021,0001.33 - Calgary,2021S05078250001.33,1 person,Census-family households,184.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,1 person,Households consisting of only one census family without additional persons,184.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,1 person,"One couple, with or without children in their census family",184.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,1 person,Without children,184.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,1 person,With children,184.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,1 person,One one-parent census family,184.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,1 person,With a parent that is a man+,184.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,1 person,With a parent that is a woman+,184.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,1 person,Other census family households,184.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,1 person,Non-census family households,184.2.11,45,,35,,92000,,89000,,78000,,71000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,Total – Household type including census family structure,184.3.1,835,,845,,180000,,206000,,149000,,166000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,Census-family households,184.3.2,830,,840,,180000,,208000,,149000,,166000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,Households consisting of only one census family without additional persons,184.3.3,775,,780,,182000,,208000,,149000,,166000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,"One couple, with or without children in their census family",184.3.4,695,,720,,192000,,218000,,155000,,172000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,Without children,184.3.5,160,,125,,151000,,174000,,124000,,140000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,With children,184.3.6,530,,600,,198000,,224000,,162000,,178000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,One one-parent census family,184.3.7,85,,60,,104000,,117000,,89000,,95000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,With a parent that is a man+,184.3.8,20,,20,,150000,,,x,120000,,,x
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,With a parent that is a woman+,184.3.9,65,,40,,102000,,93000,,87000,,82000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,Other census family households,184.3.10,55,,60,,176000,,206000,,151000,,176000,
2021,0001.33 - Calgary,2021S05078250001.33,2 or more persons,Non-census family households,184.3.11,5,,5,,,x,,x,,x,,x
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,Total – Household type including census family structure,184.4.1,200,,145,,148000,,168000,,122000,,136000,
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,Census-family households,184.4.2,195,,145,,148000,,164000,,122000,,136000,
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,Households consisting of only one census family without additional persons,184.4.3,195,,145,,148000,,164000,,122000,,136000,
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,"One couple, with or without children in their census family",184.4.4,160,,125,,151000,,174000,,124000,,140000,
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,Without children,184.4.5,160,,125,,151000,,174000,,124000,,140000,
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,With children,184.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,One one-parent census family,184.4.7,35,,20,,104000,,122000,,90000,,100000,
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,With a parent that is a man+,184.4.8,15,,10,,,x,,x,,x,,x
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,With a parent that is a woman+,184.4.9,25,,10,,104000,,,x,90000,,,x
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,Other census family households,184.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,2 persons,Non-census family households,184.4.11,5,,0,,,x,0,...,,x,0,...
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,Total – Household type including census family structure,184.5.1,175,,145,,170000,,180000,,141000,,146000,
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,Census-family households,184.5.2,175,,145,,170000,,180000,,141000,,146000,
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,Households consisting of only one census family without additional persons,184.5.3,180,,140,,170000,,178000,,141000,,146000,
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,"One couple, with or without children in their census family",184.5.4,140,,110,,186000,,202000,,150000,,164000,
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,Without children,184.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,With children,184.5.6,140,,110,,186000,,202000,,150000,,164000,
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,One one-parent census family,184.5.7,35,,25,,95000,,117000,,86000,,94000,
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,With a parent that is a man+,184.5.8,10,,5,,,x,,x,,x,,x
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,With a parent that is a woman+,184.5.9,25,,20,,87000,,94000,,79500,,81000,
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,Other census family households,184.5.10,0,,10,,0,...,,x,0,...,,x
2021,0001.33 - Calgary,2021S05078250001.33,3 persons,Non-census family households,184.5.11,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,Total – Household type including census family structure,184.6.1,300,,355,,198000,,220000,,162000,,174000,
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,Census-family households,184.6.2,300,,355,,198000,,222000,,164000,,174000,
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,Households consisting of only one census family without additional persons,184.6.3,285,,345,,200000,,224000,,164000,,176000,
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,"One couple, with or without children in their census family",184.6.4,275,,335,,200000,,230000,,166000,,178000,
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,Without children,184.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,With children,184.6.6,275,,335,,200000,,230000,,166000,,178000,
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,One one-parent census family,184.6.7,10,,10,,,x,,x,,x,,x
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,With a parent that is a man+,184.6.8,0,,5,,0,...,,x,0,...,,x
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,With a parent that is a woman+,184.6.9,10,,10,,,x,,x,,x,,x
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,Other census family households,184.6.10,15,,10,,,x,,x,,x,,x
2021,0001.33 - Calgary,2021S05078250001.33,4 persons,Non-census family households,184.6.11,0,,0,,0,...,,x,0,...,,x
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,Total – Household type including census family structure,184.7.1,155,,195,,200000,,238000,,162000,,184000,
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,Census-family households,184.7.2,155,,195,,200000,,238000,,162000,,184000,
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,Households consisting of only one census family without additional persons,184.7.3,115,,160,,204000,,242000,,162000,,184000,
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,"One couple, with or without children in their census family",184.7.4,115,,155,,206000,,242000,,162000,,184000,
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,Without children,184.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,With children,184.7.6,115,,155,,206000,,242000,,162000,,184000,
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,One one-parent census family,184.7.7,0,,0,,,x,0,...,,x,0,...
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,With a parent that is a man+,184.7.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,With a parent that is a woman+,184.7.9,0,,0,,,x,0,...,,x,0,...
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,Other census family households,184.7.10,35,,40,,194000,,228000,,164000,,194000,
2021,0001.33 - Calgary,2021S05078250001.33,5 or more persons,Non-census family households,184.7.11,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,Total – Household type including census family structure,185.1.1,1390,,1410,,121000,,129000,,105000,,108000,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,Census-family households,185.1.2,1200,,1245,,128000,,135000,,110000,,113000,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,Households consisting of only one census family without additional persons,185.1.3,1025,,1035,,124000,,129000,,106000,,107000,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,"One couple, with or without children in their census family",185.1.4,895,,915,,129000,,135000,,110000,,113000,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,Without children,185.1.5,200,,200,,115000,,124000,,96000,,105000,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,With children,185.1.6,700,,720,,135000,,139000,,114000,,116000,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,One one-parent census family,185.1.7,130,,115,,88000,,80000,,79500,,71500,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,With a parent that is a man+,185.1.8,25,,20,,79000,,103000,,74500,,83000,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,With a parent that is a woman+,185.1.9,100,,95,,94000,,77500,,83000,,70000,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,Other census family households,185.1.10,175,,205,,166000,,168000,,146000,,140000,
2021,0001.35 - Calgary,2021S05078250001.35,Total - Households by household size,Non-census family households,185.1.11,185,,170,,80000,,81000,,69000,,67000,
2021,0001.35 - Calgary,2021S05078250001.35,1 person,Total – Household type including census family structure,185.2.1,150,,135,,75500,,77500,,64500,,64000,
2021,0001.35 - Calgary,2021S05078250001.35,1 person,Census-family households,185.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,1 person,Households consisting of only one census family without additional persons,185.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,1 person,"One couple, with or without children in their census family",185.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,1 person,Without children,185.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,1 person,With children,185.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,1 person,One one-parent census family,185.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,1 person,With a parent that is a man+,185.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,1 person,With a parent that is a woman+,185.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,1 person,Other census family households,185.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,1 person,Non-census family households,185.2.11,150,,135,,75500,,77500,,64500,,64000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,Total – Household type including census family structure,185.3.1,1240,,1270,,128000,,135000,,110000,,113000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,Census-family households,185.3.2,1200,,1245,,128000,,135000,,110000,,113000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,Households consisting of only one census family without additional persons,185.3.3,1025,,1035,,124000,,129000,,106000,,107000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,"One couple, with or without children in their census family",185.3.4,895,,915,,129000,,135000,,110000,,113000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,Without children,185.3.5,200,,200,,115000,,124000,,96000,,105000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,With children,185.3.6,700,,720,,135000,,139000,,114000,,116000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,One one-parent census family,185.3.7,130,,115,,88000,,80000,,79500,,71500,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,With a parent that is a man+,185.3.8,25,,20,,79000,,103000,,74500,,83000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,With a parent that is a woman+,185.3.9,100,,95,,94000,,77500,,83000,,70000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,Other census family households,185.3.10,175,,205,,166000,,168000,,146000,,140000,
2021,0001.35 - Calgary,2021S05078250001.35,2 or more persons,Non-census family households,185.3.11,40,,30,,118000,,129000,,102000,,109000,
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,Total – Household type including census family structure,185.4.1,295,,290,,108000,,112000,,92000,,97000,
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,Census-family households,185.4.2,265,,265,,107000,,111000,,91000,,97000,
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,Households consisting of only one census family without additional persons,185.4.3,265,,265,,107000,,111000,,91000,,97000,
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,"One couple, with or without children in their census family",185.4.4,200,,200,,115000,,124000,,96000,,105000,
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,Without children,185.4.5,200,,200,,115000,,124000,,96000,,105000,
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,With children,185.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,One one-parent census family,185.4.7,70,,70,,84000,,80000,,76000,,71000,
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,With a parent that is a man+,185.4.8,20,,10,,,x,,x,,x,,x
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,With a parent that is a woman+,185.4.9,50,,55,,98000,,79000,,86000,,69500,
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,Other census family households,185.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,2 persons,Non-census family households,185.4.11,35,,25,,111000,,129000,,100000,,107000,
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,Total – Household type including census family structure,185.5.1,325,,330,,122000,,131000,,105000,,111000,
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,Census-family households,185.5.2,320,,330,,122000,,130000,,105000,,111000,
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,Households consisting of only one census family without additional persons,185.5.3,295,,290,,122000,,130000,,105000,,111000,
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,"One couple, with or without children in their census family",185.5.4,250,,250,,128000,,140000,,109000,,116000,
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,Without children,185.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,With children,185.5.6,250,,250,,128000,,140000,,109000,,116000,
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,One one-parent census family,185.5.7,45,,40,,96000,,81000,,87000,,72000,
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,With a parent that is a man+,185.5.8,10,,5,,,x,,x,,x,,x
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,With a parent that is a woman+,185.5.9,40,,35,,94000,,77500,,85000,,72000,
2021,0001.35 - Calgary,2021S05078250001.35,3 persons,Other census family households,185.5.10,25,,35,,110000,,139000,,100000,,115000,
